title,imdb,Genre,year,duration,certificate,description,Director,Stars
Zelig,77,Comedy,1983,79,PG,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",Director: Woody Allen ," Stars: Woody Allen, Mia Farrow, Patrick Horgan, John Buckwalter"
Harry Potter and the Sorcerer's Stone,76,Adventure,2001,152,PG,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",Director: Chris Columbus ," Stars: Daniel Radcliffe, Rupert Grint, Richard Harris, Maggie Smith"
Once Upon a Time in Hollywood,76,Comedy,2019,161,R,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,Director: Quentin Tarantino ," Stars: Leonardo DiCaprio, Brad Pitt, Margot Robbie, Emile Hirsch"
American Psycho,76,Crime,2000,102,R,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",Director: Mary Harron ," Stars: Christian Bale, Justin Theroux, Josh Lucas, Bill Sage"
Saw,76,Horror,2004,103,R,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",Director: James Wan ," Stars: Cary Elwes, Leigh Whannell, Danny Glover, Ken Leung"
United 93,76,Action,2006,111,R,"A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",Director: Paul Greengrass ," Stars: David Alan Basche, Olivia Thirlby, Liza Colón-Zayas, J.J. Johnson"
Hell or High Water,76,Crime,II 2016,102,R,"Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their family ranch.",Director: David Mackenzie ," Stars: Chris Pine, Ben Foster, Jeff Bridges, Gil Birmingham"
Superbad,76,Comedy,2007,113,R,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,Director: Greg Mottola ," Stars: Michael Cera, Jonah Hill, Christopher Mintz-Plasse, Bill Hader"
Watchmen,76,Action,2009,162,R,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",Director: Zack Snyder ," Stars: Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman"
The Fifth Element,76,Action,1997,126,PG-13,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",Director: Luc Besson ," Stars: Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm"
300,76,Action,2006,117,R,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,Director: Zack Snyder ," Stars: Gerard Butler, Lena Headey, David Wenham, Dominic West"
Star Wars: Episode III - Revenge of the Sith,76,Action,2005,140,PG-13,"Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy.",Director: George Lucas ," Stars: Hayden Christensen, Natalie Portman, Ewan McGregor, Samuel L. Jackson"
Office Space,76,Comedy,1999,89,R,Three company workers who hate their jobs decide to rebel against their greedy boss.,Director: Mike Judge ," Stars: Ron Livingston, Jennifer Aniston, David Herman, Ajay Naidu"
What We Do in the Shadows,76,Comedy,2014,86,R,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.","Directors: Jemaine Clement, Taika Waititi "," Stars: Jemaine Clement, Taika Waititi, Cori Gonzalez-Macuer, Jonny Brugh"
Moneyball,76,Biography,2011,133,PG-13,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,Director: Bennett Miller ," Stars: Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman"
True Grit,76,Drama,2010,110,PG-13,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,"Directors: Ethan Coen, Joel Coen "," Stars: Jeff Bridges, Matt Damon, Hailee Steinfeld, Josh Brolin"
Guardians of the Galaxy Vol. 2,76,Action,2017,136,PG-13,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.",Director: James Gunn ," Stars: Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel"
Deadpool 2,76,Action,2018,119,R,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",Director: David Leitch ," Stars: Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison"
Stardust,76,Adventure,2007,127,PG-13,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",Director: Matthew Vaughn ," Stars: Charlie Cox, Claire Danes, Sienna Miller, Ian McKellen"
My Cousin Vinny,76,Comedy,1992,120,R,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",Director: Jonathan Lynn ," Stars: Joe Pesci, Marisa Tomei, Ralph Macchio, Mitchell Whitfield"
RoboCop,76,Action,1987,102,R,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",Director: Paul Verhoeven ," Stars: Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox"
Kick-Ass,76,Action,2010,117,R,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",Director: Matthew Vaughn ," Stars: Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown"
Minority Report,76,Action,2002,145,PG-13,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",Director: Steven Spielberg ," Stars: Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow"
The Others,76,Horror,2001,104,PG-13,"During World War II, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted.",Director: Alejandro Amenábar ," Stars: Nicole Kidman, Christopher Eccleston, Fionnula Flanagan, Alakina Mann"
The Road Warrior,76,Action,1981,96,R,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",Director: George Miller ," Stars: Mel Gibson, Bruce Spence, Michael Preston, Max Phipps"
A Star Is Born,76,Drama,2018,136,R,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,Director: Bradley Cooper ," Stars: Lady Gaga, Bradley Cooper, Sam Elliott, Greg Grunberg"
Kung Fu Panda,76,Animation,2008,92,PG,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.","Directors: Mark Osborne, John Stevenson "," Stars: Jack Black, Ian McShane, Angelina Jolie, Dustin Hoffman"
The Butterfly Effect,76,Drama,2004,113,R,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.","Directors: Eric Bress, J. Mackye Gruber "," Stars: Ashton Kutcher, Amy Smart, Melora Walters, Elden Henson"
End of Watch,76,Crime,2012,109,R,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends and what happens when they meet criminal forces greater than themselves.",Director: David Ayer ," Stars: Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera"
The Machinist,76,Drama,2004,101,R,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,Director: Brad Anderson ," Stars: Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian"
The Birds,76,Drama,1963,119,PG-13,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,Director: Alfred Hitchcock ," Stars: Rod Taylor, Tippi Hedren, Jessica Tandy, Suzanne Pleshette"
Mulan,76,Animation,1998,87,G,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","Directors: Tony Bancroft, Barry Cook "," Stars: Ming-Na Wen, Eddie Murphy, BD Wong, Miguel Ferrer"
The Fly,76,Drama,1986,96,R,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,Director: David Cronenberg ," Stars: Jeff Goldblum, Geena Davis, John Getz, Joy Boushel"
The Thin Red Line,76,Drama,1998,170,R,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",Director: Terrence Malick ," Stars: Jim Caviezel, Sean Penn, Nick Nolte, Kirk Acevedo"
The Blind Side,76,Biography,2009,129,PG-13,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",Director: John Lee Hancock ," Stars: Quinton Aaron, Sandra Bullock, Tim McGraw, Jae Head"
Gone Baby Gone,76,Crime,2007,114,R,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",Director: Ben Affleck ," Stars: Morgan Freeman, Ed Harris, Casey Affleck, Michelle Monaghan"
Eastern Promises,76,Crime,2007,100,R,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,Director: David Cronenberg ," Stars: Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin"
Despicable Me,76,Animation,2010,95,PG,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.","Directors: Pierre Coffin, Chris Renaud "," Stars: Steve Carell, Jason Segel, Russell Brand, Julie Andrews"
Dawn of the Planet of the Apes,76,Action,2014,130,PG-13,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.,Director: Matt Reeves ," Stars: Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee"
The Royal Tenenbaums,76,Comedy,2001,110,R,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,Director: Wes Anderson ," Stars: Gene Hackman, Gwyneth Paltrow, Anjelica Huston, Ben Stiller"
50/50,76,Comedy,2011,100,R,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",Director: Jonathan Levine ," Stars: Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard"
After Hours,76,Comedy,I 1985,97,R,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.,Director: Martin Scorsese ," Stars: Griffin Dunne, Rosanna Arquette, Verna Bloom, Tommy Chong"
The Raid: Redemption,76,Action,2011,101,R,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,Director: Gareth Evans ," Stars: Iko Uwais, Ananda George, Ray Sahetapy, Donny Alamsyah"
25th Hour,76,Drama,2002,135,R,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",Director: Spike Lee ," Stars: Edward Norton, Barry Pepper, Philip Seymour Hoffman, Rosario Dawson"
Snow White and the Seven Dwarfs,76,Animation,1937,83,Approved,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.","Directors: William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen "," Stars: Adriana Caselotti, Harry Stockwell, Lucille La Verne, Roy Atwell"
Rushmore,76,Comedy,1998,93,R,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta.",Director: Wes Anderson ," Stars: Jason Schwartzman, Bill Murray, Olivia Williams, Seymour Cassel"
The Mitchells vs the Machines,76,Animation,2021,114,PG,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.","Directors: Michael Rianda, Jeff Rowe "," Stars: Abbi Jacobson, Danny McBride, Maya Rudolph, Michael Rianda"
The Jungle Book,76,Animation,1967,78,G,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,Director: Wolfgang Reitherman ," Stars: Phil Harris, Sebastian Cabot, Louis Prima, Bruce Reitherman"
